FW_SR,1,1024,64,0.6846
FW_SR,1,1024,128,0.6443
FW_SR,1,1024,512,0.9363
FW_SR,1,2048,64,5.2218
FW_SR,1,2048,128,4.7671
FW_SR,1,2048,512,5.9204
FW_SR,1,4096,64,41.5397
FW_SR,1,4096,128,36.6366
FW_SR,1,4096,512,41.2869
FW_SR,2,1024,64,0.9747
FW_SR,2,1024,128,0.6170
FW_SR,2,1024,512,0.8990
FW_SR,2,2048,64,7.3608
FW_SR,2,2048,128,4.2209
FW_SR,2,2048,512,4.7173
FW_SR,2,4096,64,57.2828
FW_SR,2,4096,128,30.8501
FW_SR,2,4096,512,24.9429
FW_SR,4,1024,64,1.3721
FW_SR,4,1024,128,0.6646
FW_SR,4,1024,512,0.9344
FW_SR,4,2048,64,9.9709
FW_SR,4,2048,128,4.5083
FW_SR,4,2048,512,4.3313
FW_SR,4,4096,64,70.1202
FW_SR,4,4096,128,32.7065
FW_SR,4,4096,512,26.7936
FW_SR,8,1024,64,1.3941
FW_SR,8,1024,128,0.7033
FW_SR,8,1024,512,0.9044
FW_SR,8,2048,64,8.0611
FW_SR,8,2048,128,4.8742
FW_SR,8,2048,512,4.6073
FW_SR,8,4096,64,46.8278
FW_SR,8,4096,128,30.9257
FW_SR,8,4096,512,27.0212
FW_SR,16,1024,64,1.4793
FW_SR,16,1024,128,0.7759
FW_SR,16,1024,512,0.9366
FW_SR,16,2048,64,10.9740
FW_SR,16,2048,128,4.6354
FW_SR,16,2048,512,4.4218
FW_SR,16,4096,64,81.0693
FW_SR,16,4096,128,29.5601
FW_SR,16,4096,512,26.4907
FW_SR,32,1024,64,2.8189
FW_SR,32,1024,128,0.8817
FW_SR,32,1024,512,0.9118
FW_SR,32,2048,64,21.7018
FW_SR,32,2048,128,5.7363
FW_SR,32,2048,512,4.4572
FW_SR,32,4096,64,169.8541
FW_SR,32,4096,128,38.7273
FW_SR,32,4096,512,24.1993
FW_SR,64,1024,64,5.5747
FW_SR,64,1024,128,1.1534
FW_SR,64,1024,512,0.9285
FW_SR,64,2048,64,44.3710
FW_SR,64,2048,128,8.1417
FW_SR,64,2048,512,4.3558
FW_SR,64,4096,64,356.3010
FW_SR,64,4096,128,59.1624
FW_SR,64,4096,512,24.8988
