FW_SR,1,1024,8,2.5926
FW_SR,1,1024,16,1.2318
FW_SR,1,1024,32,0.8350
FW_SR,1,1024,64,0.6626
FW_SR,1,1024,128,0.6453
FW_SR,1,1024,256,0.7740
FW_SR,1,2048,8,20.7373
FW_SR,1,2048,16,9.8410
FW_SR,1,2048,32,6.6420
FW_SR,1,2048,64,5.2184
FW_SR,1,2048,128,4.7735
FW_SR,1,2048,256,5.4434
FW_SR,1,4096,8,165.6570
FW_SR,1,4096,16,79.7343
FW_SR,1,4096,32,55.1855
FW_SR,1,4096,64,41.4783
FW_SR,1,4096,128,36.4945
FW_SR,1,4096,256,43.3442
FW_SR,2,1024,8,393.1143
FW_SR,2,1024,16,50.1439
FW_SR,2,1024,32,7.1522
FW_SR,2,1024,64,1.4870
FW_SR,2,1024,128,0.8321
FW_SR,2,1024,256,0.9350
