FW_TILED,1024,32,0.7996
FW_TILED,1024,64,0.6543
FW_TILED,1024,128,0.6565
FW_TILED,1024,256,0.7756
FW_TILED,1024,512,0.9555
FW_TILED,2048,32,6.1645
FW_TILED,2048,64,4.9867
FW_TILED,2048,128,4.7571
FW_TILED,2048,256,5.4245
FW_TILED,2048,512,5.9842
FW_TILED,4096,32,50.8532
FW_TILED,4096,64,39.8596
FW_TILED,4096,128,36.0239
FW_TILED,4096,256,43.4398
FW_TILED,4096,512,41.2853
