Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092333,0.090747,0.093009
Sequential,-1,0.092302,0.090618,0.093032
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092506,0.090825,0.093823
Sequential,-1,0.092194,0.090800,0.093140
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092266,0.090711,0.093597
Sequential,-1,0.091706,0.090249,0.092523
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092218,0.090832,0.093012
Sequential,-1,0.092301,0.091449,0.093040
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092215,0.090864,0.093384
Sequential,-1,0.092120,0.090874,0.093275
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092104,0.090413,0.093012
Sequential,-1,0.092075,0.090873,0.092918
All_GPU,32,0.018966,0.013824,0.018912
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092678,0.091439,0.093418
Sequential,-1,0.092024,0.091018,0.093362
All_GPU,32,0.025227,0.022663,0.023929
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092027,0.090302,0.093007
Sequential,-1,0.092336,0.091149,0.093215
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092372,0.090845,0.093323
Sequential,-1,0.092247,0.091419,0.093260
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092302,0.090677,0.093011
Sequential,-1,0.092224,0.090904,0.093305
All_GPU,32,0.031613,0.029169,0.030815
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092018,0.090382,0.092985
Sequential,-1,0.092276,0.090921,0.093122
All_GPU,32,0.045800,0.044487,0.046318
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092131,0.090461,0.092782
Sequential,-1,0.092338,0.090762,0.093427
All_GPU,32,0.043230,0.042645,0.042960
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092222,0.090461,0.093651
Sequential,-1,0.094836,0.094124,0.096073
All_GPU,32,0.043001,0.042422,0.042753
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092150,0.090232,0.093247
Sequential,-1,0.092434,0.091410,0.095551
All_GPU,32,0.043552,0.042927,0.043270
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.096512,0.094864,0.097406
Sequential,-1,0.096544,0.094841,0.097338
All_GPU,32,0.043530,0.042938,0.043304
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.091913,0.090186,0.093144
Sequential,-1,0.092165,0.090737,0.093406
All_GPU,32,0.043745,0.043130,0.043427
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092473,0.090667,0.093651
Sequential,-1,0.092358,0.090854,0.093381
All_GPU,32,0.045259,0.042106,0.049755
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092035,0.090539,0.092857
Sequential,-1,0.092154,0.091037,0.092963
All_GPU,32,0.046574,0.042149,0.051805
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.091850,0.090290,0.092857
Sequential,-1,0.092390,0.090793,0.093542
All_GPU,32,0.042388,0.040438,0.045106
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.091984,0.090528,0.093017
Sequential,-1,0.092598,0.091178,0.093605
All_GPU,32,0.046079,0.041970,0.053474
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092298,0.091015,0.093554
Sequential,-1,0.092597,0.091006,0.093305
All_GPU,32,0.045019,0.041680,0.051309
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092144,0.090361,0.093323
Sequential,-1,0.092404,0.091232,0.093198
All_GPU,32,0.040816,0.039737,0.044691
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092374,0.090682,0.093341
Sequential,-1,0.091780,0.090602,0.092488
All_GPU,32,0.040790,0.039742,0.044713
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092526,0.091281,0.093839
Sequential,-1,0.091941,0.090327,0.093122
All_GPU,32,0.043878,0.040668,0.047700
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.091988,0.090485,0.093419
Sequential,-1,0.092104,0.090828,0.092892
All_GPU,32,0.042276,0.039943,0.044717
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,0.092212,0.090756,0.093351
Sequential,-1,0.091937,0.090309,0.093024
All_GPU,32,0.044346,0.039958,0.049041
