Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.844037,1.817994,1.882274
Sequential,-1,1.852155,1.838534,1.882741
Sequential,-1,1.851256,1.841203,1.885100
Sequential,-1,1.852299,1.843975,1.885415
Sequential,-1,1.852104,1.841001,1.878356
Sequential,-1,1.851973,1.843238,1.879435
Sequential,-1,1.851131,1.837499,1.881567
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.845630,1.813116,1.876288
Sequential,-1,1.851425,1.837864,1.881209
Sequential,-1,1.847646,1.838455,1.877589
Sequential,-1,1.853307,1.844464,1.883629
Sequential,-1,1.844426,1.834184,1.874566
Sequential,-1,1.847799,1.840235,1.876919
Sequential,-1,1.851560,1.840464,1.878687
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.844299,1.819419,1.882242
Sequential,-1,1.845925,1.810959,1.881516
Sequential,-1,1.847833,1.811999,1.886917
Sequential,-1,1.847481,1.818332,1.881016
Sequential,-1,1.848913,1.820066,1.880160
Sequential,-1,1.847305,1.814089,1.890543
Sequential,-1,1.842458,1.813880,1.874343
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.846834,1.819218,1.887139
Sequential,-1,1.844435,1.835142,1.874189
Sequential,-1,1.852389,1.838600,1.885030
Sequential,-1,1.853074,1.844192,1.880987
Sequential,-1,1.852868,1.843379,1.881950
Sequential,-1,1.848075,1.838498,1.878535
Sequential,-1,1.844329,1.833119,1.876336
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.843928,1.811617,1.875662
Sequential,-1,1.852049,1.840417,1.883503
Sequential,-1,1.842241,1.833625,1.872855
Sequential,-1,1.852935,1.843144,1.888525
Sequential,-1,1.850996,1.840889,1.881658
Sequential,-1,1.852831,1.843058,1.883998
Sequential,-1,1.851938,1.843312,1.883766
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.853576,1.819621,1.884977
Sequential,-1,1.845752,1.834460,1.879723
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.847408,1.815313,1.880075
Sequential,-1,1.850731,1.841029,1.881419
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.847995,1.820216,1.886058
Sequential,-1,1.844374,1.835358,1.876398
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.852485,1.815921,1.887572
Sequential,-1,1.853942,1.844929,1.885285
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.850328,1.816191,1.890533
Sequential,-1,1.850893,1.815555,1.886644
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.849747,1.817758,1.882711
Sequential,-1,1.851920,1.839596,1.880529
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.845718,1.817721,1.877713
Sequential,-1,1.851528,1.842369,1.879079
Naive,32,0.210709,0.136617,0.284801
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.843193,1.812375,1.882810
Sequential,-1,1.851822,1.841602,1.879645
Naive,32,0.210398,0.136473,0.284323
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.849663,1.819088,1.875041
Sequential,-1,1.852537,1.842219,1.886235
Naive,32,0.210426,0.136330,0.284521
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.845253,1.817537,1.880465
Sequential,-1,1.853834,1.845521,1.881464
Naive,32,0.210317,0.136242,0.284390
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.843405,1.809633,1.881929
Sequential,-1,1.845302,1.834944,1.873960
Naive,32,0.210452,0.136477,0.284427
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.847673,1.816078,1.887612
Sequential,-1,1.853073,1.841964,1.882984
Naive,32,0.210364,0.136089,0.284639
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.842941,1.818729,1.881011
Sequential,-1,1.852320,1.841988,1.879650
Naive,32,0.210719,0.136573,0.284863
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.847826,1.814250,1.879021
Sequential,-1,1.847787,1.839198,1.880303
Naive,32,0.210668,0.136355,0.284981
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.844688,1.818851,1.884216
Sequential,-1,1.852155,1.843414,1.884257
Naive,32,0.210369,0.136427,0.284310
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.847158,1.806852,1.879203
Sequential,-1,1.852029,1.840561,1.881945
Naive,32,0.210559,0.136519,0.284598
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.838485,1.810520,1.876846
Sequential,-1,1.853043,1.842058,1.884252
Naive,32,0.210665,0.136377,0.284954
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.841079,1.808865,1.880452
Sequential,-1,1.852232,1.839931,1.883216
Naive,32,0.210584,0.136541,0.284625
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.838611,1.813037,1.875090
Sequential,-1,1.850096,1.838634,1.882517
Naive,32,0.284576,0.284576,0.284576
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.846993,1.809653,1.880726
Sequential,-1,1.854107,1.846113,1.881951
Naive,32,0.210410,0.136233,0.284586
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,2.029237,2.007060,2.055088
Sequential,-1,2.036287,2.020676,2.065407
Naive,32,0.210667,0.136445,0.284887
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,2.039104,2.027732,2.061507
Sequential,-1,2.038892,2.015470,2.062203
Naive,32,0.210680,0.136375,0.284984
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,2.025615,2.006780,2.054522
Sequential,-1,2.039196,2.029065,2.060680
Naive,32,0.192426,0.192426,0.192426
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,2.040866,2.026930,2.068473
Sequential,-1,2.041770,2.029127,2.070372
Naive,32,0.209612,0.136389,0.282833
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,2.031434,2.007630,2.059100
Sequential,-1,2.039020,2.022224,2.069482
Naive,32,0.209628,0.136175,0.283081
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,2.036728,2.013232,2.060687
Sequential,-1,2.040733,2.029356,2.070522
Naive,32,0.209766,0.136433,0.283098
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,2.033859,2.021612,2.058071
Sequential,-1,2.037556,2.021408,2.067855
Naive,32,0.209073,0.200894,0.280022
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,2.029459,2.018570,2.061946
Sequential,-1,2.039980,2.024898,2.072379
Naive,32,0.208151,0.199915,0.279915
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.845944,1.819959,1.882181
Sequential,-1,1.844160,1.836006,1.875372
Naive,32,0.209040,0.200508,0.280096
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.843294,1.815615,1.879816
Sequential,-1,1.852451,1.840955,1.882639
Naive,32,0.208279,0.199956,0.280402
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.847166,1.818392,1.890787
Sequential,-1,1.845061,1.836546,1.875740
Naive,32,0.207939,0.199635,0.280024
Sequential,-1,1.848661,1.837436,1.879532
Naive,64,0.204782,0.196233,0.279782
Sequential,-1,1.852279,1.840799,1.882945
Naive,128,0.205251,0.196656,0.280270
Sequential,-1,1.851970,1.844534,1.883320
Naive,256,0.205019,0.196498,0.280078
Sequential,-1,1.854240,1.843583,1.885691
Naive,512,0.204799,0.196188,0.280137
Sequential,-1,1.851662,1.840767,1.878458
Naive,1024,0.204962,0.196164,0.279975
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.854567,1.846826,1.882991
Naive,32,0.208822,0.200518,0.279690
Sequential,-1,1.855521,1.846482,1.882210
Naive,64,0.205034,0.196328,0.280173
Sequential,-1,1.847972,1.835879,1.882666
Naive,128,0.205170,0.196566,0.280150
Sequential,-1,1.849850,1.840479,1.877771
Naive,256,0.204967,0.196437,0.280176
Sequential,-1,1.854417,1.845811,1.883438
Naive,512,0.204877,0.196347,0.280022
Sequential,-1,1.852380,1.841436,1.883397
Naive,1024,0.205186,0.196597,0.279983
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,1.852997,1.843032,1.883583
Naive,32,0.209063,0.200862,0.280287
Sequential,-1,1.844567,1.833533,1.875804
Naive,64,0.205138,0.196509,0.280304
Sequential,-1,1.847653,1.839371,1.876912
Naive,128,0.205148,0.196452,0.280260
Sequential,-1,1.845021,1.835811,1.878589
Naive,256,0.204853,0.196411,0.279575
Sequential,-1,1.854604,1.842301,1.882906
Naive,512,0.205095,0.196576,0.280050
Sequential,-1,1.844592,1.835712,1.875543
Naive,1024,0.204970,0.196292,0.280280
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Naive,32,0.208286,0.199913,0.279969
Naive,64,0.205031,0.196494,0.280125
Naive,128,0.205085,0.196407,0.280179
Naive,256,0.205161,0.196652,0.280195
Naive,512,0.205036,0.196307,0.280155
Naive,1024,0.205205,0.196372,0.280468
